"ISP (UTC)","Area","+Imbalance Price (EUR/MWh)","+Scarcity (EUR/MWh)","+Incentive (EUR/MWh)","+Financial Neutrality (EUR/MWh)","-Imbalance Price (EUR/MWh)","-Scarcity (EUR/MWh)","-Incentive (EUR/MWh)","-Financial Neutrality (EUR/MWh)","Status","Total Imbalance (MWh)","Total Imbalance - Difference (MWh)","Total Imbalance - Situation","Total Imbalance - Status"
"23/03/2024 20:00 - 23/03/2024 21:00","SCA|DK2","46.97"," "," "," ","46.97"," "," "," "," ","250.80"," ","Surplus","Final"
"23/03/2024 21:00 - 23/03/2024 22:00","SCA|DK2","40.28"," "," "," ","40.28"," "," "," "," ","108.60"," ","Surplus","Final"
"23/03/2024 22:00 - 23/03/2024 23:00","SCA|DK2","28.39"," "," "," ","28.39"," "," "," "," ","103.80"," ","Surplus","Final"
"23/03/2024 23:00 - 24/03/2024 00:00","SCA|DK2","19.50"," "," "," ","19.50"," "," "," "," ","216.20"," ","Deficit","Final"
"24/03/2024 00:00 - 24/03/2024 01:00","SCA|DK2","19.50"," "," "," ","19.50"," "," "," "," ","184.40"," ","Deficit","Final"
"24/03/2024 01:00 - 24/03/2024 02:00","SCA|DK2","33.37"," "," "," ","33.37"," "," "," "," ","40.80"," ","Surplus","Final"
"24/03/2024 02:00 - 24/03/2024 03:00","SCA|DK2","33.54"," "," "," ","33.54"," "," "," "," ","54.90"," ","Surplus","Final"
"24/03/2024 03:00 - 24/03/2024 04:00","SCA|DK2","19.52"," "," "," ","19.52"," "," "," "," ","137.00"," ","Surplus","Final"
"24/03/2024 04:00 - 24/03/2024 05:00","SCA|DK2","19.50"," "," "," ","19.50"," "," "," "," ","36.00"," ","Deficit","Final"
"24/03/2024 05:00 - 24/03/2024 06:00","SCA|DK2","6.57"," "," "," ","6.57"," "," "," "," ","69.80"," ","Surplus","Final"
"24/03/2024 06:00 - 24/03/2024 07:00","SCA|DK2","19.50"," "," "," ","19.50"," "," "," "," ","128.10"," ","Surplus","Final"
"24/03/2024 07:00 - 24/03/2024 08:00","SCA|DK2","18.91"," "," "," ","18.91"," "," "," "," ","238.40"," ","Surplus","Final"
"24/03/2024 08:00 - 24/03/2024 09:00","SCA|DK2","27.00"," "," "," ","27.00"," "," "," "," ","146.50"," ","Surplus","Final"
"24/03/2024 09:00 - 24/03/2024 10:00","SCA|DK2","31.00"," "," "," ","31.00"," "," "," "," ","3.50"," ","Deficit","Final"
"24/03/2024 10:00 - 24/03/2024 11:00","SCA|DK2","26.00"," "," "," ","26.00"," "," "," "," ","186.90"," ","Deficit","Final"
"24/03/2024 11:00 - 24/03/2024 12:00","SCA|DK2","26.00"," "," "," ","26.00"," "," "," "," ","386.10"," ","Deficit","Final"
"24/03/2024 12:00 - 24/03/2024 13:00","SCA|DK2","33.39"," "," "," ","33.39"," "," "," "," ","213.10"," ","Surplus","Final"
"24/03/2024 13:00 - 24/03/2024 14:00","SCA|DK2","33.52"," "," "," ","33.52"," "," "," "," ","108.40"," ","Deficit","Final"
"24/03/2024 14:00 - 24/03/2024 15:00","SCA|DK2","33.52"," "," "," ","33.52"," "," "," "," ","66.90"," ","Deficit","Final"
"24/03/2024 15:00 - 24/03/2024 16:00","SCA|DK2","39.89"," "," "," ","39.89"," "," "," "," ","202.30"," ","Surplus","Final"
"24/03/2024 16:00 - 24/03/2024 17:00","SCA|DK2","49.57"," "," "," ","49.57"," "," "," "," ","114.30"," ","Deficit","Final"
"24/03/2024 17:00 - 24/03/2024 18:00","SCA|DK2","55.00"," "," "," ","55.00"," "," "," "," ","67.50"," ","Deficit","Final"
"24/03/2024 18:00 - 24/03/2024 19:00","SCA|DK2","74.90"," "," "," ","74.90"," "," "," "," ","63.60"," ","Deficit","Final"
"24/03/2024 19:00 - 24/03/2024 20:00","SCA|DK2","55.00"," "," "," ","55.00"," "," "," "," ","114.00"," ","Deficit","Final"
"24/03/2024 20:00 - 24/03/2024 21:00","SCA|DK2","54.50"," "," "," ","54.50"," "," "," "," ","96.20"," ","Surplus","Final"
"24/03/2024 21:00 - 24/03/2024 22:00","SCA|DK2","55.00"," "," "," ","55.00"," "," "," "," ","160.50"," ","Deficit","Final"
"24/03/2024 22:00 - 24/03/2024 23:00","SCA|DK2","55.00"," "," "," ","55.00"," "," "," "," ","15.70"," ","Deficit","Final"
"24/03/2024 23:00 - 25/03/2024 00:00","SCA|DK2","51.23"," "," "," ","51.23"," "," "," "," ","117.30"," ","Deficit","Final"
"25/03/2024 00:00 - 25/03/2024 01:00","SCA|DK2","51.50"," "," "," ","51.50"," "," "," "," ","381.40"," ","Deficit","Final"
"25/03/2024 01:00 - 25/03/2024 02:00","SCA|DK2","51.50"," "," "," ","51.50"," "," "," "," ","332.60"," ","Deficit","Final"
"25/03/2024 02:00 - 25/03/2024 03:00","SCA|DK2","54.00"," "," "," ","54.00"," "," "," "," ","275.10"," ","Deficit","Final"
"25/03/2024 03:00 - 25/03/2024 04:00","SCA|DK2","54.50"," "," "," ","54.50"," "," "," "," ","324.20"," ","Deficit","Final"
"25/03/2024 04:00 - 25/03/2024 05:00","SCA|DK2","54.50"," "," "," ","54.50"," "," "," "," ","524.90"," ","Deficit","Final"
"25/03/2024 05:00 - 25/03/2024 06:00","SCA|DK2","54.50"," "," "," ","54.50"," "," "," "," ","347.80"," ","Deficit","Final"
"25/03/2024 06:00 - 25/03/2024 07:00","SCA|DK2","55.00"," "," "," ","55.00"," "," "," "," ","535.50"," ","Deficit","Final"
"25/03/2024 07:00 - 25/03/2024 08:00","SCA|DK2","55.50"," "," "," ","55.50"," "," "," "," ","366.10"," ","Deficit","Final"
"25/03/2024 08:00 - 25/03/2024 09:00","SCA|DK2","55.50"," "," "," ","55.50"," "," "," "," ","250.60"," ","Surplus","Final"
"25/03/2024 09:00 - 25/03/2024 10:00","SCA|DK2","57.00"," "," "," ","57.00"," "," "," "," ","470.00"," ","Surplus","Final"
"25/03/2024 10:00 - 25/03/2024 11:00","SCA|DK2","77.00"," "," "," ","77.00"," "," "," "," ","511.70"," ","Surplus","Final"
"25/03/2024 11:00 - 25/03/2024 12:00","SCA|DK2","77.00"," "," "," ","77.00"," "," "," "," ","498.70"," ","Surplus","Final"
"25/03/2024 12:00 - 25/03/2024 13:00","SCA|DK2","63.22"," "," "," ","63.22"," "," "," "," ","219.00"," ","Surplus","Final"
"25/03/2024 13:00 - 25/03/2024 14:00","SCA|DK2","64.52"," "," "," ","64.52"," "," "," "," ","136.00"," ","Surplus","Final"
"25/03/2024 14:00 - 25/03/2024 15:00","SCA|DK2","73.97"," "," "," ","73.97"," "," "," "," ","2.60"," ","Deficit","Final"
"25/03/2024 15:00 - 25/03/2024 16:00","SCA|DK2","60.12"," "," "," ","60.12"," "," "," "," ","434.10"," ","Deficit","Final"
"25/03/2024 16:00 - 25/03/2024 17:00","SCA|DK2","60.12"," "," "," ","60.12"," "," "," "," ","412.30"," ","Deficit","Final"
"25/03/2024 17:00 - 25/03/2024 18:00","SCA|DK2","60.34"," "," "," ","60.34"," "," "," "," ","210.20"," ","Deficit","Final"
"25/03/2024 18:00 - 25/03/2024 19:00","SCA|DK2","227.95"," "," "," ","227.95"," "," "," "," ","57.00"," ","Deficit","Final"
"25/03/2024 19:00 - 25/03/2024 20:00","SCA|DK2","368.74"," "," "," ","368.74"," "," "," "," ","269.80"," ","Deficit","Final"
"25/03/2024 20:00 - 25/03/2024 21:00","SCA|DK2","59.00"," "," "," ","59.00"," "," "," "," ","530.30"," ","Deficit","Final"
"25/03/2024 21:00 - 25/03/2024 22:00","SCA|DK2","59.50"," "," "," ","59.50"," "," "," "," ","114.20"," ","Deficit","Final"
"25/03/2024 22:00 - 25/03/2024 23:00","SCA|DK2","60.34"," "," "," ","60.34"," "," "," "," ","113.80"," ","Deficit","Final"
"25/03/2024 23:00 - 26/03/2024 00:00","SCA|DK2","79.90"," "," "," ","79.90"," "," "," "," ","85.30"," ","Deficit","Final"
"26/03/2024 00:00 - 26/03/2024 01:00","SCA|DK2","73.30"," "," "," ","73.30"," "," "," "," ","158.00"," ","Deficit","Final"
"26/03/2024 01:00 - 26/03/2024 02:00","SCA|DK2","73.00"," "," "," ","73.00"," "," "," "," ","114.20"," ","Deficit","Final"
"26/03/2024 02:00 - 26/03/2024 03:00","SCA|DK2","70.51"," "," "," ","70.51"," "," "," "," ","84.80"," ","Deficit","Final"
"26/03/2024 03:00 - 26/03/2024 04:00","SCA|DK2","70.07"," "," "," ","70.07"," "," "," "," ","49.20"," ","Deficit","Final"
"26/03/2024 04:00 - 26/03/2024 05:00","SCA|DK2","72.28"," "," "," ","72.28"," "," "," "," ","225.30"," ","Deficit","Final"
"26/03/2024 05:00 - 26/03/2024 06:00","SCA|DK2","80.38"," "," "," ","80.38"," "," "," "," ","339.40"," ","Deficit","Final"
"26/03/2024 06:00 - 26/03/2024 07:00","SCA|DK2","79.20"," "," "," ","79.20"," "," "," "," ","328.60"," ","Deficit","Final"
"26/03/2024 07:00 - 26/03/2024 08:00","SCA|DK2","72.10"," "," "," ","72.10"," "," "," "," ","99.30"," ","Deficit","Final"
"26/03/2024 08:00 - 26/03/2024 09:00","SCA|DK2","59.91"," "," "," ","59.91"," "," "," "," ","3.30"," ","Deficit","Final"
"26/03/2024 09:00 - 26/03/2024 10:00","SCA|DK2","54.85"," "," "," ","54.85"," "," "," "," ","133.80"," ","Deficit","Final"
"26/03/2024 10:00 - 26/03/2024 11:00","SCA|DK2","52.22"," "," "," ","52.22"," "," "," "," ","368.10"," ","Deficit","Final"
"26/03/2024 11:00 - 26/03/2024 12:00","SCA|DK2","64.00"," "," "," ","64.00"," "," "," "," ","111.00"," ","Deficit","Final"
"26/03/2024 12:00 - 26/03/2024 13:00","SCA|DK2","64.00"," "," "," ","64.00"," "," "," "," ","62.30"," ","Surplus","Final"
"26/03/2024 13:00 - 26/03/2024 14:00","SCA|DK2","66.50"," "," "," ","66.50"," "," "," "," ","588.20"," ","Surplus","Final"
"26/03/2024 14:00 - 26/03/2024 15:00","SCA|DK2","66.50"," "," "," ","66.50"," "," "," "," ","15.60"," ","Surplus","Final"
"26/03/2024 15:00 - 26/03/2024 16:00","SCA|DK2","66.50"," "," "," ","66.50"," "," "," "," ","517.50"," ","Deficit","Final"
"26/03/2024 16:00 - 26/03/2024 17:00","SCA|DK2","55.00"," "," "," ","55.00"," "," "," "," ","918.50"," ","Deficit","Final"
"26/03/2024 17:00 - 26/03/2024 18:00","SCA|DK2","55.00"," "," "," ","55.00"," "," "," "," ","392.90"," ","Deficit","Final"
"26/03/2024 18:00 - 26/03/2024 19:00","SCA|DK2","57.00"," "," "," ","57.00"," "," "," "," ","232.80"," ","Deficit","Final"
"26/03/2024 19:00 - 26/03/2024 20:00","SCA|DK2","62.50"," "," "," ","62.50"," "," "," "," ","303.90"," ","Surplus","Final"
"26/03/2024 20:00 - 26/03/2024 21:00","SCA|DK2","66.00"," "," "," ","66.00"," "," "," "," ","145.20"," ","Surplus","Final"
"26/03/2024 21:00 - 26/03/2024 22:00","SCA|DK2","65.00"," "," "," ","65.00"," "," "," "," ","17.60"," ","Surplus","Final"
"26/03/2024 22:00 - 26/03/2024 23:00","SCA|DK2","55.17"," "," "," ","55.17"," "," "," "," ","36.80"," ","Surplus","Final"
"26/03/2024 23:00 - 27/03/2024 00:00","SCA|DK2","59.00"," "," "," ","59.00"," "," "," "," ","31.90"," ","Surplus","Final"
"27/03/2024 00:00 - 27/03/2024 01:00","SCA|DK2","60.00"," "," "," ","60.00"," "," "," "," ","98.50"," ","Deficit","Final"
"27/03/2024 01:00 - 27/03/2024 02:00","SCA|DK2","59.00"," "," "," ","59.00"," "," "," "," ","86.20"," ","Deficit","Final"
"27/03/2024 02:00 - 27/03/2024 03:00","SCA|DK2","56.00"," "," "," ","56.00"," "," "," "," ","23.00"," ","Deficit","Final"
"27/03/2024 03:00 - 27/03/2024 04:00","SCA|DK2","46.00"," "," "," ","46.00"," "," "," "," ","83.40"," ","Deficit","Final"
"27/03/2024 04:00 - 27/03/2024 05:00","SCA|DK2","44.00"," "," "," ","44.00"," "," "," "," ","34.00"," ","Deficit","Final"
"27/03/2024 05:00 - 27/03/2024 06:00","SCA|DK2","48.00"," "," "," ","48.00"," "," "," "," ","76.50"," ","Deficit","Final"
"27/03/2024 06:00 - 27/03/2024 07:00","SCA|DK2","47.46"," "," "," ","47.46"," "," "," "," ","2.90"," ","Deficit","Final"
"27/03/2024 07:00 - 27/03/2024 08:00","SCA|DK2","187.70"," "," "," ","187.70"," "," "," "," ","18.10"," ","Deficit","Final"
"27/03/2024 08:00 - 27/03/2024 09:00","SCA|DK2","493.44"," "," "," ","493.44"," "," "," "," ","58.10"," ","Deficit","Final"
"27/03/2024 09:00 - 27/03/2024 10:00","SCA|DK2","134.09"," "," "," ","134.09"," "," "," "," ","67.30"," ","Deficit","Final"
"27/03/2024 10:00 - 27/03/2024 11:00","SCA|DK2","57.13"," "," "," ","57.13"," "," "," "," ","238.20"," ","Deficit","Final"
"27/03/2024 11:00 - 27/03/2024 12:00","SCA|DK2","57.66"," "," "," ","57.66"," "," "," "," ","83.40"," ","Deficit","Final"
"27/03/2024 12:00 - 27/03/2024 13:00","SCA|DK2","55.50"," "," "," ","55.50"," "," "," "," ","89.70"," ","Deficit","Final"
"27/03/2024 13:00 - 27/03/2024 14:00","SCA|DK2","112.45"," "," "," ","112.45"," "," "," "," ","51.80"," ","Deficit","Final"
"27/03/2024 14:00 - 27/03/2024 15:00","SCA|DK2","469.24"," "," "," ","469.24"," "," "," "," ","0.30"," ","Surplus","Final"
"27/03/2024 15:00 - 27/03/2024 16:00","SCA|DK2","56.00"," "," "," ","56.00"," "," "," "," ","0.60"," ","Surplus","Final"
"27/03/2024 16:00 - 27/03/2024 17:00","SCA|DK2","56.00"," "," "," ","56.00"," "," "," "," ","208.60"," ","Deficit","Final"
"27/03/2024 17:00 - 27/03/2024 18:00","SCA|DK2","56.00"," "," "," ","56.00"," "," "," "," ","185.00"," ","Deficit","Final"
"27/03/2024 18:00 - 27/03/2024 19:00","SCA|DK2","56.00"," "," "," ","56.00"," "," "," "," ","90.90"," ","Deficit","Final"
"27/03/2024 19:00 - 27/03/2024 20:00","SCA|DK2","97.60"," "," "," ","97.60"," "," "," "," ","67.80"," ","Deficit","Final"
"27/03/2024 20:00 - 27/03/2024 21:00","SCA|DK2","207.81"," "," "," ","207.81"," "," "," "," ","53.30"," ","Deficit","Final"
"27/03/2024 21:00 - 27/03/2024 22:00","SCA|DK2","268.18"," "," "," ","268.18"," "," "," "," ","60.50"," ","Surplus","Final"
"27/03/2024 22:00 - 27/03/2024 23:00","SCA|DK2","74.47"," "," "," ","74.47"," "," "," "," ","73.20"," ","Deficit","Final"
"27/03/2024 23:00 - 28/03/2024 00:00","SCA|DK2","79.09"," "," "," ","79.09"," "," "," "," ","212.60"," ","Deficit","Final"
"28/03/2024 00:00 - 28/03/2024 01:00","SCA|DK2","72.60"," "," "," ","72.60"," "," "," "," ","224.80"," ","Deficit","Final"
"28/03/2024 01:00 - 28/03/2024 02:00","SCA|DK2","48.00"," "," "," ","48.00"," "," "," "," ","254.30"," ","Deficit","Final"
"28/03/2024 02:00 - 28/03/2024 03:00","SCA|DK2","48.00"," "," "," ","48.00"," "," "," "," ","21.70"," ","Surplus","Final"
"28/03/2024 03:00 - 28/03/2024 04:00","SCA|DK2","58.00"," "," "," ","58.00"," "," "," "," ","91.40"," ","Surplus","Final"
"28/03/2024 04:00 - 28/03/2024 05:00","SCA|DK2","58.00"," "," "," ","58.00"," "," "," "," ","21.60"," ","Surplus","Final"
"28/03/2024 05:00 - 28/03/2024 06:00","SCA|DK2","60.01"," "," "," ","60.01"," "," "," "," ","2.60"," ","Deficit","Final"
"28/03/2024 06:00 - 28/03/2024 07:00","SCA|DK2","76.05"," "," "," ","76.05"," "," "," "," ","129.90"," ","Deficit","Final"
"28/03/2024 07:00 - 28/03/2024 08:00","SCA|DK2","50.00"," "," "," ","50.00"," "," "," "," ","302.50"," ","Deficit","Final"
"28/03/2024 08:00 - 28/03/2024 09:00","SCA|DK2","50.00"," "," "," ","50.00"," "," "," "," ","60.80"," ","Surplus","Final"
"28/03/2024 09:00 - 28/03/2024 10:00","SCA|DK2","45.00"," "," "," ","45.00"," "," "," "," ","58.90"," ","Deficit","Final"
"28/03/2024 10:00 - 28/03/2024 11:00","SCA|DK2","37.91"," "," "," ","37.91"," "," "," "," ","347.90"," ","Surplus","Final"
"28/03/2024 11:00 - 28/03/2024 12:00","SCA|DK2","56.00"," "," "," ","56.00"," "," "," "," ","293.20"," ","Surplus","Final"
"28/03/2024 12:00 - 28/03/2024 13:00","SCA|DK2","59.00"," "," "," ","59.00"," "," "," "," ","302.30"," ","Surplus","Final"
"28/03/2024 13:00 - 28/03/2024 14:00","SCA|DK2","51.00"," "," "," ","51.00"," "," "," "," ","101.90"," ","Surplus","Final"
"28/03/2024 14:00 - 28/03/2024 15:00","SCA|DK2","52.00"," "," "," ","52.00"," "," "," "," ","45.80"," ","Surplus","Final"
"28/03/2024 15:00 - 28/03/2024 16:00","SCA|DK2","58.14"," "," "," ","58.14"," "," "," "," ","111.10"," ","Surplus","Final"
"28/03/2024 16:00 - 28/03/2024 17:00","SCA|DK2","55.00"," "," "," ","55.00"," "," "," "," ","349.20"," ","Deficit","Final"
"28/03/2024 17:00 - 28/03/2024 18:00","SCA|DK2","63.68"," "," "," ","63.68"," "," "," "," ","244.20"," ","Deficit","Final"
"28/03/2024 18:00 - 28/03/2024 19:00","SCA|DK2","50.00"," "," "," ","50.00"," "," "," "," ","215.80"," ","Deficit","Final"
"28/03/2024 19:00 - 28/03/2024 20:00","SCA|DK2","38.92"," "," "," ","38.92"," "," "," "," ","137.20"," ","Deficit","Final"
"28/03/2024 20:00 - 28/03/2024 21:00","SCA|DK2","36.10"," "," "," ","36.10"," "," "," "," ","97.60"," ","Surplus","Final"
"28/03/2024 21:00 - 28/03/2024 22:00","SCA|DK2","31.12"," "," "," ","31.12"," "," "," "," ","307.70"," ","Surplus","Final"
"28/03/2024 22:00 - 28/03/2024 23:00","SCA|DK2","24.08"," "," "," ","24.08"," "," "," "," ","80.50"," ","Surplus","Final"
"28/03/2024 23:00 - 29/03/2024 00:00","SCA|DK2","1.50"," "," "," ","1.50"," "," "," "," ","262.60"," ","Surplus","Final"
"29/03/2024 00:00 - 29/03/2024 01:00","SCA|DK2","1.50"," "," "," ","1.50"," "," "," "," ","387.40"," ","Surplus","Final"
"29/03/2024 01:00 - 29/03/2024 02:00","SCA|DK2","8.00"," "," "," ","8.00"," "," "," "," ","565.20"," ","Surplus","Final"
"29/03/2024 02:00 - 29/03/2024 03:00","SCA|DK2","9.99"," "," "," ","9.99"," "," "," "," ","482.90"," ","Surplus","Final"
"29/03/2024 03:00 - 29/03/2024 04:00","SCA|DK2","5.00"," "," "," ","5.00"," "," "," "," ","309.50"," ","Surplus","Final"
"29/03/2024 04:00 - 29/03/2024 05:00","SCA|DK2","5.00"," "," "," ","5.00"," "," "," "," ","141.40"," ","Surplus","Final"
"29/03/2024 05:00 - 29/03/2024 06:00","SCA|DK2","-5.00"," "," "," ","-5.00"," "," "," "," ","66.70"," ","Deficit","Final"
"29/03/2024 06:00 - 29/03/2024 07:00","SCA|DK2","-7.24"," "," "," ","-7.24"," "," "," "," ","124.60"," ","Deficit","Final"
"29/03/2024 07:00 - 29/03/2024 08:00","SCA|DK2","-7.74"," "," "," ","-7.74"," "," "," "," ","47.30"," ","Surplus","Final"
"29/03/2024 08:00 - 29/03/2024 09:00","SCA|DK2","-4.69"," "," "," ","-4.69"," "," "," "," ","122.60"," ","Surplus","Final"
"29/03/2024 09:00 - 29/03/2024 10:00","SCA|DK2","2.00"," "," "," ","2.00"," "," "," "," ","147.80"," ","Surplus","Final"
"29/03/2024 10:00 - 29/03/2024 11:00","SCA|DK2","11.13"," "," "," ","11.13"," "," "," "," ","101.80"," ","Surplus","Final"
"29/03/2024 11:00 - 29/03/2024 12:00","SCA|DK2","5.00"," "," "," ","5.00"," "," "," "," ","230.50"," ","Deficit","Final"
"29/03/2024 12:00 - 29/03/2024 13:00","SCA|DK2","0.50"," "," "," ","0.50"," "," "," "," ","319.00"," ","Deficit","Final"
"29/03/2024 13:00 - 29/03/2024 14:00","SCA|DK2","2.00"," "," "," ","2.00"," "," "," "," ","50.10"," ","Deficit","Final"
"29/03/2024 14:00 - 29/03/2024 15:00","SCA|DK2","42.50"," "," "," ","42.50"," "," "," "," ","298.00"," ","Surplus","Final"
"29/03/2024 15:00 - 29/03/2024 16:00","SCA|DK2","57.00"," "," "," ","57.00"," "," "," "," ","93.80"," ","Deficit","Final"
"29/03/2024 16:00 - 29/03/2024 17:00","SCA|DK2","79.93"," "," "," ","79.93"," "," "," "," ","201.00"," ","Deficit","Final"
"29/03/2024 17:00 - 29/03/2024 18:00","SCA|DK2","101.97"," "," "," ","101.97"," "," "," "," ","26.30"," ","Deficit","Final"
"29/03/2024 18:00 - 29/03/2024 19:00","SCA|DK2","329.30"," "," "," ","329.30"," "," "," "," ","9.60"," ","Surplus","Final"
"29/03/2024 19:00 - 29/03/2024 20:00","SCA|DK2","221.21"," "," "," ","221.21"," "," "," "," ","46.10"," ","Deficit","Final"
"29/03/2024 20:00 - 29/03/2024 21:00","SCA|DK2","134.07"," "," "," ","134.07"," "," "," "," ","5.30"," ","Surplus","Final"
"29/03/2024 21:00 - 29/03/2024 22:00","SCA|DK2","75.89"," "," "," ","75.89"," "," "," "," ","16.90"," ","Deficit","Final"
"29/03/2024 22:00 - 29/03/2024 23:00","SCA|DK2","187.70"," "," "," ","187.70"," "," "," "," ","29.20"," ","Deficit","Final"
"29/03/2024 23:00 - 30/03/2024 00:00","SCA|DK2","69.30"," "," "," ","69.30"," "," "," "," ","18.80"," ","Surplus","Final"
"30/03/2024 00:00 - 30/03/2024 01:00","SCA|DK2","58.16"," "," "," ","58.16"," "," "," "," ","21.50"," ","Surplus","Final"
"30/03/2024 01:00 - 30/03/2024 02:00","SCA|DK2","120.66"," "," "," ","120.66"," "," "," "," ","83.80"," ","Deficit","Final"
"30/03/2024 02:00 - 30/03/2024 03:00","SCA|DK2","58.95"," "," "," ","58.95"," "," "," "," ","109.00"," ","Deficit","Final"
"30/03/2024 03:00 - 30/03/2024 04:00","SCA|DK2","49.00"," "," "," ","49.00"," "," "," "," ","118.70"," ","Deficit","Final"
"30/03/2024 04:00 - 30/03/2024 05:00","SCA|DK2","48.00"," "," "," ","48.00"," "," "," "," ","68.50"," ","Deficit","Final"
"30/03/2024 05:00 - 30/03/2024 06:00","SCA|DK2","48.00"," "," "," ","48.00"," "," "," "," ","134.50"," ","Deficit","Final"
"30/03/2024 06:00 - 30/03/2024 07:00","SCA|DK2","45.17"," "," "," ","45.17"," "," "," "," ","103.80"," ","Deficit","Final"
"30/03/2024 07:00 - 30/03/2024 08:00","SCA|DK2","43.60"," "," "," ","43.60"," "," "," "," ","127.50"," ","Deficit","Final"
"30/03/2024 08:00 - 30/03/2024 09:00","SCA|DK2","41.83"," "," "," ","41.83"," "," "," "," ","26.40"," ","Deficit","Final"
"30/03/2024 09:00 - 30/03/2024 10:00","SCA|DK2","56.00"," "," "," ","56.00"," "," "," "," ","73.60"," ","Deficit","Final"
"30/03/2024 10:00 - 30/03/2024 11:00","SCA|DK2","56.00"," "," "," ","56.00"," "," "," "," ","101.90"," ","Deficit","Final"
"30/03/2024 11:00 - 30/03/2024 12:00","SCA|DK2","25.74"," "," "," ","25.74"," "," "," "," ","33.10"," ","Surplus","Final"
"30/03/2024 12:00 - 30/03/2024 13:00","SCA|DK2","49.00"," "," "," ","49.00"," "," "," "," ","239.70"," ","Surplus","Final"
"30/03/2024 13:00 - 30/03/2024 14:00","SCA|DK2","57.00"," "," "," ","57.00"," "," "," "," ","363.70"," ","Surplus","Final"
"30/03/2024 14:00 - 30/03/2024 15:00","SCA|DK2","60.00"," "," "," ","60.00"," "," "," "," ","323.90"," ","Surplus","Final"
"30/03/2024 15:00 - 30/03/2024 16:00","SCA|DK2","58.00"," "," "," ","58.00"," "," "," "," ","305.10"," ","Deficit","Final"
"30/03/2024 16:00 - 30/03/2024 17:00","SCA|DK2","56.66"," "," "," ","56.66"," "," "," "," ","777.00"," ","Deficit","Final"
"30/03/2024 17:00 - 30/03/2024 18:00","SCA|DK2","88.11"," "," "," ","88.11"," "," "," "," ","707.00"," ","Deficit","Final"
"30/03/2024 18:00 - 30/03/2024 19:00","SCA|DK2","50.00"," "," "," ","50.00"," "," "," "," ","627.50"," ","Deficit","Final"
"30/03/2024 19:00 - 30/03/2024 20:00","SCA|DK2","119.28"," "," "," ","119.28"," "," "," "," ","262.00"," ","Deficit","Final"
"30/03/2024 20:00 - 30/03/2024 21:00","SCA|DK2","47.00"," "," "," ","47.00"," "," "," "," ","252.30"," ","Deficit","Final"
"30/03/2024 21:00 - 30/03/2024 22:00","SCA|DK2","48.00"," "," "," ","48.00"," "," "," "," ","194.60"," ","Deficit","Final"
"30/03/2024 22:00 - 30/03/2024 23:00","SCA|DK2","48.00"," "," "," ","48.00"," "," "," "," ","265.40"," ","Deficit","Final"
"30/03/2024 23:00 - 31/03/2024 00:00","SCA|DK2","48.00"," "," "," ","48.00"," "," "," "," ","7.90"," ","Deficit","Final"
"31/03/2024 00:00 - 31/03/2024 01:00","SCA|DK2","50.00"," "," "," ","50.00"," "," "," "," ","2.30"," ","Deficit","Final"
"31/03/2024 01:00 - 31/03/2024 02:00","SCA|DK2","64.98"," "," "," ","64.98"," "," "," "," ","111.40"," ","Deficit","Final"
"31/03/2024 02:00 - 31/03/2024 03:00","SCA|DK2","49.00"," "," "," ","49.00"," "," "," "," ","146.80"," ","Deficit","Final"
"31/03/2024 03:00 - 31/03/2024 04:00","SCA|DK2","58.74"," "," "," ","58.74"," "," "," "," ","112.50"," ","Deficit","Final"
"31/03/2024 04:00 - 31/03/2024 05:00","SCA|DK2","44.50"," "," "," ","44.50"," "," "," "," ","280.50"," ","Deficit","Final"
"31/03/2024 05:00 - 31/03/2024 06:00","SCA|DK2","35.00"," "," "," ","35.00"," "," "," "," ","229.50"," ","Deficit","Final"
"31/03/2024 06:00 - 31/03/2024 07:00","SCA|DK2","35.00"," "," "," ","35.00"," "," "," "," ","108.60"," ","Deficit","Final"
